index,Bodyarea,Exercise Name,Set,AverageWeight,Reps,Distance,Seconds,Notes,Workout Notes
3083,"Back","Seated Cable Row (close Grip)",2,160,10,0,0,"",""
3084,"Back","Seated Cable Row (close Grip)",3,160,10,0,0,"",""
3085,"Back","Rear delt fly",1,140,12,0,0,"",""
3086,"Back","Rear delt fly",2,140,12,0,0,"",""
3087,"Back","Rear delt fly",3,140,12,0,0,"",""
3088,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
3089,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
3090,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
3091,"Back","Bicep Curl (Barbell)",4,65,10,0,0,"",""
3092,"Back","Hammer Curl (Dumbbell )",1,60,12,0,0,"",""
3093,"Back","Hammer Curl (Dumbbell )",2,60,12,0,0,"",""
3094,"Lower","Squat (Barbell)",1,185,8,0,0,"",""
3095,"Lower","Squat (Barbell)",2,225,8,0,0,"",""
3096,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
3097,"Lower","Squat (Barbell)",4,245,8,0,0,"",""
3098,"Lower","Squat (Barbell)",5,245,8,0,0,"",""
3099,"Lower","Squat (Barbell)",6,255,8,0,0,"",""
3100,"Lower","Squat (Barbell)",7,255,8,0,0,"",""
3101,"Lower","Deadlift (Barbell)",1,225,6,0,0,"",""
3102,"Lower","Deadlift (Barbell)",2,250,6,0,0,"",""
3103,"Lower","Deadlift (Barbell)",3,275,6,0,0,"",""
3104,"Lower","Deadlift (Barbell)",4,275,6,0,0,"",""
3105,"Chest","Incline Bench Press (Barbell)",1,155,5,0,0,"",""
3106,"Chest","Incline Bench Press (Barbell)",2,155,5,0,0,"",""
3107,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
3108,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
3109,"Chest","Incline Bench Press (Barbell)",5,225,8,0,0,"",""
3110,"Chest","Incline Bench Press (Barbell)",6,225,8,0,0,"",""
3111,"Chest","Overhead Press (Barbell)",1,155,10,0,0,"",""
3112,"Chest","Overhead Press (Barbell)",2,155,10,0,0,"",""
3113,"Chest","Overhead Press (Barbell)",3,170,10,0,0,"",""
3114,"Chest","Overhead Press (Barbell)",4,185,9,0,0,"",""
3115,"Chest","Shoulder Press (Standing)",1,85,10,0,0,"",""
3116,"Chest","Shoulder Press (Standing)",2,95,8,0,0,"",""
3117,"Back","Chin Up",1,42.5,10,0,0,"",""
3118,"Back","Chin Up",2,42.5,10,0,0,"",""
3119,"Back","Chin Up",3,42.5,10,0,0,"",""
3120,"Back","Chin Up",4,35,10,0,0,"",""
3121,"Back","Chin Up",5,35,10,0,0,"",""
3122,"Back","Chin Up",6,35,10,0,0,"",""
3123,"Back","Chin Up",7,35,10,0,0,"",""
3124,"Back","Seated Cable Row (close Grip)",1,160,10,0,0,"",""
3125,"Back","Seated Cable Row (close Grip)",2,160,8,0,0,"",""
3126,"Back","Seated Cable Row (close Grip)",3,160,10,0,0,"",""
3127,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
3128,"Shoulder","Seated Shoulder  Press (Barbell)",2,185,8,0,0,"",""
3129,"Shoulder","Seated Shoulder  Press (Barbell)",3,195,8,0,0,"",""
3130,"Shoulder","Seated Shoulder  Press (Barbell)",4,205,8,0,0,"",""
3131,"Shoulder","Seated Shoulder  Press (Barbell)",5,205,8,0,0,"",""
3132,"Shoulder","Weighted dips",1,90,8,0,0,"",""
3133,"Shoulder","Weighted dips",2,90,8,0,0,"",""
3134,"Shoulder","Weighted dips",3,90,8,0,0,"",""
3135,"Shoulder","Weighted dips",4,0,8,0,0,"",""
3136,"Shoulder","Shoulder Press (Standing)",1,80,8,0,0,"",""
3137,"Shoulder","Shoulder Press (Standing)",2,80,8,0,0,"",""
3138,"Lower","Squat (Barbell)",1,155,8,0,0,"",""
3139,"Lower","Squat (Barbell)",2,225,8,0,0,"",""
3140,"Lower","Squat (Barbell)",3,255,8,0,0,"",""
3141,"Lower","Squat (Barbell)",4,275,6,0,0,"",""
3142,"Lower","Squat (Barbell)",5,275,6,0,0,"",""
3143,"Lower","Squat (Barbell)",6,280,7,0,0,"",""
3144,"Lower","Squat (Barbell)",7,280,5,0,0,"",""
3145,"Lower","Squat (Barbell)",8,280,5,0,0,"",""
3146,"Lower","Deadlift (Barbell)",1,275,5,0,0,"",""
3147,"Lower","Deadlift (Barbell)",2,275,5,0,0,"",""
3148,"Lower","Deadlift (Barbell)",3,275,5,0,0,"",""
3149,"Back","Chin Up",1,45,8,0,0,"",""
3150,"Back","Chin Up",2,45,9,0,0,"",""
3151,"Back","Chin Up",3,45,8,0,0,"",""
3152,"Back","Chin Up",4,45,8,0,0,"",""
3153,"Back","Chin Up",5,45,8,0,0,"",""
3154,"Back","Chin Up",6,0,8,0,0,"",""
3155,"Back","Chin Up",7,0,8,0,0,"",""
3156,"Back","Seated Cable Row (close Grip)",1,160,8,0,0,"",""
3157,"Back","Seated Cable Row (close Grip)",2,175,8,0,0,"",""
3158,"Back","Seated Cable Row (close Grip)",3,175,8,0,0,"",""
3159,"Back","Seated Cable Row (close Grip)",4,175,8,0,0,"",""
3160,"Back","Rear delt fly",1,145,10,0,0,"",""
3161,"Back","Rear delt fly",2,145,10,0,0,"",""
3162,"Back","Rear delt fly",3,145,10,0,0,"",""
3163,"Lower","Squat (Barbell)",1,175,7,0,0,"",""
3164,"Lower","Squat (Barbell)",2,175,5,0,0,"",""
3165,"Lower","Squat (Barbell)",3,225,8,0,0,"",""
3166,"Lower","Squat (Barbell)",4,255,6,0,0,"",""
3167,"Lower","Squat (Barbell)",5,275,8,0,0,"",""
3168,"Lower","Squat (Barbell)",6,285,8,0,0,"",""
3169,"Lower","Squat (Barbell)",7,285,8,0,0,"",""
3170,"Lower","Squat (Barbell)",8,285,6,0,0,"",""
3171,"Lower","Deadlift (Barbell)",1,225,5,0,0,"",""
3172,"Lower","Deadlift (Barbell)",2,285,6,0,0,"",""
3173,"Lower","Deadlift (Barbell)",3,290,6,0,0,"",""
3174,"Lower","Deadlift (Barbell)",4,285,6,0,0,"",""
3175,"Lower","Leg press (hinge )",1,450,10,0,0,"",""
3176,"Lower","Leg press (hinge )",2,450,10,0,0,"",""
3177,"Lower","Leg press (hinge )",3,450,12,0,0,"",""
3178,"Back","Chin Up",1,50,9,0,0,"",""
3179,"Back","Chin Up",2,50,9,0,0,"",""
3180,"Back","Chin Up",3,50,8,0,0,"",""
3181,"Back","Chin Up",4,50,8,0,0,"",""
3182,"Back","T-bar Row",1,125,8,0,0,"",""
3183,"Back","T-bar Row",2,125,8,0,0,"",""
3184,"Back","T-bar Row",3,125,8,0,0,"",""
3185,"Back","Rear delt fly",1,145,12,0,0,"",""
3186,"Back","Rear delt fly",2,140,13,0,0,"",""
3187,"Back","Rear delt fly",3,130,10,0,0,"",""
3188,"Back","Bicep Curl (Barbell)",1,100,8,0,0,"",""
3189,"Back","Bicep Curl (Barbell)",2,95,12,0,0,"",""
3190,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
3191,"Back","Pull Up",1,25,9,0,0,"",""
3192,"Back","Pull Up",2,25,8,0,0,"",""
3193,"Back","Pull Up",3,50,8,0,0,"",""
3194,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
3195,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,6,0,0,"",""
3196,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,9,0,0,"",""
3197,"Shoulder","Seated Shoulder  Press (Barbell)",4,205,8,0,0,"",""
3198,"Shoulder","Seated Shoulder  Press (Barbell)",5,210,8,0,0,"",""
3199,"Shoulder","Seated Shoulder  Press (Barbell)",6,215,7,0,0,"",""
3200,"Shoulder","Seated Shoulder  Press (Barbell)",7,185,10,0,0,"",""
3201,"Shoulder","Weighted dips",1,45,8,0,0,"",""
3202,"Shoulder","Weighted dips",2,45,10,0,0,"",""
3203,"Shoulder","Weighted dips",3,45,10,0,0,"",""
3204,"Shoulder","Weighted dips",4,90,9,0,0,"",""
3205,"Shoulder","Weighted dips",5,90,7,0,0,"",""
3206,"Shoulder","Weighted dips",6,90,8,0,0,"",""
3207,"Lower","Squat (Barbell)",1,185,5,0,0,"",""
3208,"Lower","Squat (Barbell)",2,225,5,0,0,"",""
3209,"Lower","Squat (Barbell)",3,275,5,0,0,"",""
3210,"Lower","Squat (Barbell)",4,295,5,0,0,"",""
3211,"Lower","Squat (Barbell)",5,315,5,0,0,"",""
3212,"Lower","Squat (Barbell)",6,315,5,0,0,"",""
3213,"Lower","Squat (Barbell)",7,315,5,0,0,"",""
3214,"Lower","Squat (Barbell)",8,225,10,0,0,"",""
3215,"Lower","Deadlift (Barbell)",1,225,5,0,0,"",""
3216,"Lower","Deadlift (Barbell)",2,275,5,0,0,"",""
3217,"Lower","Deadlift (Barbell)",3,300,6,0,0,"",""
3218,"Lower","Deadlift (Barbell)",4,300,6,0,0,"",""
3219,"Lower","Deadlift (Barbell)",5,300,6,0,0,"",""
3220,"Lower","Leg press (hinge )",1,450,10,0,0,"",""
3221,"Lower","Leg press (hinge )",2,450,10,0,0,"",""
3222,"Lower","Leg press (hinge )",3,450,10,0,0,"",""
3223,"Back","Chin Up",1,50,10,0,0,"",""
3224,"Back","Chin Up",2,50,9,0,0,"",""
3225,"Back","Chin Up",3,50,8,0,0,"",""
3226,"Back","Seated Cable Row (close Grip)",1,155,12,0,0,"",""
3227,"Back","T-bar Row",1,127.5,10,0,0,"",""
3228,"Back","T-bar Row",2,127.5,10,0,0,"",""
3229,"Back","T-bar Row",3,127.5,10,0,0,"",""
3230,"Back","T-bar Row",4,90,12,0,0,"",""
3231,"Back","T-bar Row",5,90,12,0,0,"",""
3232,"Back","Bicep Curl (Barbell)",1,75,13,0,0,"",""
3233,"Back","Bicep Curl (Barbell)",2,75,12,0,0,"",""
3234,"Back","Bicep Curl (Barbell)",3,75,12,0,0,"",""
3235,"Back","Hammer Curl (Dumbbell )",1,70,12,0,0,"",""
3236,"Back","Pull Up",1,50,8,0,0,"",""
3237,"Back","Pull Up",2,50,8,0,0,"",""
3238,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
3239,"Chest","Incline Bench Press (Barbell)",2,135,8,0,0,"",""
3240,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
3241,"Chest","Incline Bench Press (Barbell)",4,225,6,0,0,"",""
3242,"Chest","Incline Bench Press (Barbell)",5,245,5,0,0,"",""
3243,"Chest","Incline Bench Press (Barbell)",6,245,5,0,0,"",""
3244,"Chest","Incline Bench Press (Barbell)",7,135,5,0,0,"",""
3245,"Chest","Overhead Press (Barbell)",1,185,8,0,0,"",""
3246,"Chest","Overhead Press (Barbell)",2,185,8,0,0,"",""
3247,"Chest","Overhead Press (Barbell)",3,185,8,0,0,"",""
3248,"Chest","Bench Press (Barbell)",1,135,8,0,0,"",""
3249,"Chest","Bench Press (Barbell)",2,155,5,0,0,"",""
3250,"Chest","Bench Press (Barbell)",3,185,5,0,0,"",""
3251,"Chest","Bench Press (Barbell)",4,185,5,0,0,"",""
3252,"Chest","Hammer Decline Chest Press",1,190,10,0,0,"",""
3253,"Chest","Hammer Decline Chest Press",2,190,10,0,0,"",""
3254,"Chest","Hammer shoulder press",1,140,10,0,0,"",""
3255,"Chest","Hammer shoulder press",2,140,10,0,0,"",""
3256,"Chest","Tricep pushdown",1,65,12,0,0,"",""
3257,"Chest","Tricep pushdown",2,65,12,0,0,"",""
3258,"Chest","Tricep pushdown",3,65,12,0,0,"",""
3259,"Chest","Tricep pushdown",4,65,12,0,0,"",""
3260,"Lower","Squat (Barbell)",1,135,5,0,0,"",""
3261,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
3262,"Lower","Squat (Barbell)",3,225,7,0,0,"",""
3263,"Lower","Squat (Barbell)",4,275,5,0,0,"",""
3264,"Lower","Squat (Barbell)",5,295,5,0,0,"",""
3265,"Lower","Squat (Barbell)",6,305,6,0,0,"",""
3266,"Lower","Squat (Barbell)",7,315,6,0,0,"",""
3267,"Lower","Squat (Barbell)",8,315,6,0,0,"",""
3268,"Lower","Squat (Barbell)",9,315,7,0,0,"",""
3269,"Lower","Leg press (hinge )",1,450,10,0,0,"",""
3270,"Lower","Leg press (hinge )",2,450,12,0,0,"",""
3271,"Lower","Leg press (hinge )",3,450,10,0,0,"",""
3272,"Lower","Deadlift (Barbell)",1,225,6,0,0,"",""
3273,"Lower","Deadlift (Barbell)",2,275,5,0,0,"",""
3274,"Lower","Deadlift (Barbell)",3,315,5,0,0,"",""
3275,"Lower","Deadlift (Barbell)",4,315,6,0,0,"",""
3276,"Shoulder","Seated Shoulder  Press (Barbell)",1,95,8,0,0,"",""
3277,"Shoulder","Seated Shoulder  Press (Barbell)",2,155,7,0,0,"",""
3278,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,6,0,0,"",""
3279,"Shoulder","Seated Shoulder  Press (Barbell)",4,215,8,0,0,"",""
3280,"Shoulder","Seated Shoulder  Press (Barbell)",5,215,8,0,0,"",""
3281,"Shoulder","Seated Shoulder  Press (Barbell)",6,215,8,0,0,"",""
3282,"Shoulder","Seated Shoulder  Press (Barbell)",7,135,8,0,0,"",""
3283,"Shoulder","Weighted dips",1,0,8,0,0,"",""
3284,"Shoulder","Weighted dips",2,90,9,0,0,"",""
3285,"Shoulder","Weighted dips",3,90,8,0,0,"",""
3286,"Shoulder","Weighted dips",4,90,9,0,0,"",""
3287,"Shoulder","Weighted dips",5,0,8,0,0,"",""
3288,"Shoulder","Incline Press (Dumbbell)",1,120,10,0,0,"",""
3289,"Shoulder","Incline Press (Dumbbell)",2,120,10,0,0,"",""
3290,"Shoulder","Incline Press (Dumbbell)",3,120,10,0,0,"",""
3291,"Back","Chin Up",1,52.5,9,0,0,"",""
3292,"Back","Chin Up",2,52.5,9,0,0,"",""
3293,"Back","Chin Up",3,52.5,9,0,0,"",""
3294,"Back","T-bar Row",1,135,9,0,0,"",""
3295,"Back","T-bar Row",2,135,9,0,0,"",""
3296,"Back","T-bar Row",3,135,8,0,0,"",""
3297,"Back","T-bar Row",4,95,12,0,0,"",""
3298,"Back","T-bar Row",5,95,12,0,0,"",""
3299,"Back","Rear delt fly",1,135,12,0,0,"",""
3300,"Back","Rear delt fly",2,135,12,0,0,"",""
3301,"Back","Bicep Curl (Barbell)",1,100,9,0,0,"",""
3302,"Back","Bicep Curl (Barbell)",2,95,8,0,0,"",""
3303,"Back","Bicep Curl (Barbell)",3,80,12,0,0,"",""
3304,"Back","Pull Up",1,27.5,10,0,0,"",""
3305,"Back","Pull Up",2,27.5,10,0,0,"",""
3306,"Back","Pull Up",3,27.5,10,0,0,"",""
3307,"Back","Hammer seated row (CLOSE GRIP)",1,130,10,0,0,"",""
3308,"Back","Hammer seated row (CLOSE GRIP)",2,130,10,0,0,"",""
3309,"Back","Hammer seated row (CLOSE GRIP)",3,130,10,0,0,"",""
3310,"Lower","Squat (Barbell)",1,135,6,0,0,"",""
3311,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
3312,"Lower","Squat (Barbell)",3,225,5,0,0,"",""
3313,"Lower","Squat (Barbell)",4,275,5,0,0,"",""
3314,"Lower","Squat (Barbell)",5,300,5,0,0,"",""
3315,"Lower","Squat (Barbell)",6,320,6,0,0,"",""
3316,"Lower","Squat (Barbell)",7,320,6,0,0,"",""
3317,"Lower","Squat (Barbell)",8,320,8,0,0,"",""
3318,"Lower","Squat (Barbell)",9,185,10,0,0,"",""
3319,"Lower","Leg press (hinge )",1,450,12,0,0,"",""
3320,"Lower","Leg press (hinge )",2,450,12,0,0,"",""
3321,"Lower","Leg press (hinge )",3,450,12,0,0,"",""
3322,"Lower","Leg press (hinge )",4,450,12,0,0,"",""
3323,"Lower","Leg curl",1,135,10,0,0,"",""
3324,"Lower","Leg curl",2,135,10,0,0,"",""
3325,"Lower","Leg curl",3,135,10,0,0,"",""
3326,"Lower","Front Squat (Barbell)",1,135,6,0,0,"",""
3327,"Lower","Front Squat (Barbell)",2,155,5,0,0,"",""
3328,"Lower","Front Squat (Barbell)",3,175,5,0,0,"",""
3329,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
3330,"Chest","Incline Bench Press (Barbell)",2,135,6,0,0,"",""
3331,"Chest","Incline Bench Press (Barbell)",3,185,8,0,0,"",""
3332,"Chest","Incline Bench Press (Barbell)",4,205,8,0,0,"",""
3333,"Chest","Incline Bench Press (Barbell)",5,210,8,0,0,"",""
3334,"Chest","Incline Bench Press (Barbell)",6,215,8,0,0,"",""
3335,"Chest","Incline Bench Press (Barbell)",7,225,8,0,0,"",""
3336,"Chest","Weighted dips",1,100,8,0,0,"",""
3337,"Chest","Weighted dips",2,100,8,0,0,"",""
3338,"Chest","Weighted dips",3,100,10,0,0,"",""
3339,"Chest","Weighted dips",4,0,7,0,0,"",""
3340,"Chest","Overhead Press (Dumbbell)",1,40,12,0,0,"",""
3341,"Chest","Overhead Press (Dumbbell)",2,40,15,0,0,"",""
3342,"Chest","Overhead Press (Dumbbell)",3,40,10,0,0,"",""
3343,"Chest","Tricep pushdown",1,60,15,0,0,"",""
3344,"Chest","Tricep pushdown",2,60,15,0,0,"",""
3345,"Chest","Tricep pushdown",3,60,15,0,0,"",""
3346,"Chest","Lateral Raise (Dumbbell)",1,40,15,0,0,"",""
3347,"Chest","Lateral Raise (Dumbbell)",2,40,15,0,0,"",""
3348,"Chest","Lateral Raise (Dumbbell)",3,40,15,0,0,"",""
3349,"Back","Chin Up",1,55,9,0,0,"",""
3350,"Back","Chin Up",2,55,9,0,0,"",""
3351,"Back","Chin Up",3,55,9,0,0,"",""
3352,"Back","Chin Up",4,55,9,0,0,"",""
3353,"Back","T-bar Row",1,90,14,0,0,"",""
3354,"Back","T-bar Row",2,100,12,0,0,"",""
3355,"Back","T-bar Row",3,100,12,0,0,"",""
3356,"Back","Pull Up",1,30,10,0,0,"",""
3357,"Back","Pull Up",2,30,10,0,0,"",""
3358,"Back","Bent Over Row (Dumbbell)",1,190,10,0,0,"",""
3359,"Back","Bent Over Row (Dumbbell)",2,190,10,0,0,"",""
3360,"Back","Bent Over Row (Dumbbell)",3,190,10,0,0,"",""
3361,"Back","Lat Pulldown ",1,135,10,0,0,"",""
3362,"Back","Lat Pulldown ",2,135,10,0,0,"",""
3363,"Back","Hammer Curl (Dumbbell )",1,70,12,0,0,"",""
3364,"Back","Hammer Curl (Dumbbell )",2,50,6,0,0,"",""
3365,"Back","Hammer Curl (Dumbbell )",3,70,12,0,0,"",""
3366,"Back","Hammer Curl (Dumbbell )",4,50,6,0,0,"",""
3367,"Back","Hammer Curl (Dumbbell )",5,70,10,0,0,"",""
3368,"Back","Hammer Curl (Dumbbell )",6,50,8,0,0,"",""
3369,"Back","Hammer Curl (Dumbbell )",7,50,10,0,0,"",""
3370,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
3371,"Lower","Squat (Barbell)",2,225,6,0,0,"",""
3372,"Lower","Squat (Barbell)",3,275,5,0,0,"",""
3373,"Lower","Squat (Barbell)",4,315,6,0,0,"",""
3374,"Lower","Squat (Barbell)",5,325,5,0,0,"",""
3375,"Lower","Squat (Barbell)",6,330,5,0,0,"",""
3376,"Lower","Squat (Barbell)",7,330,6,0,0,"",""
3377,"Lower","Deadlift (Barbell)",1,225,5,0,0,"",""
3378,"Lower","Deadlift (Barbell)",2,275,5,0,0,"",""
3379,"Lower","Deadlift (Barbell)",3,325,5,0,0,"",""
3380,"Lower","Deadlift (Barbell)",4,325,5,0,0,"",""
3381,"Lower","Deadlift (Barbell)",5,325,5,0,0,"",""
3382,"Lower","Leg press (hinge )",1,450,12,0,0,"",""
3383,"Lower","Leg press (hinge )",2,470,15,0,0,"",""
3384,"Lower","Leg press (hinge )",3,470,15,0,0,"",""
3385,"Lower","Leg curl",1,125,10,0,0,"",""
3386,"Lower","Leg curl",2,125,10,0,0,"",""
3387,"Lower","Leg curl",3,125,10,0,0,"",""
3388,"Lower","Leg Extension (Machine)",1,135,15,0,0,"",""
3389,"Lower","Leg Extension (Machine)",2,135,15,0,0,"",""
3390,"Shoulder","Seated Shoulder Press (Dumbbell)",1,60,12,0,0,"",""
3391,"Shoulder","Seated Shoulder Press (Dumbbell)",2,60,12,0,0,"",""
3392,"Shoulder","Seated Shoulder  Press (Barbell)",1,95,8,0,0,"",""
3393,"Shoulder","Seated Shoulder  Press (Barbell)",2,135,5,0,0,"",""
3394,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,5,0,0,"",""
3395,"Shoulder","Seated Shoulder  Press (Barbell)",4,195,5,0,0,"",""
3396,"Shoulder","Seated Shoulder  Press (Barbell)",5,205,8,0,0,"",""
3397,"Shoulder","Seated Shoulder  Press (Barbell)",6,205,8,0,0,"",""
3398,"Shoulder","Seated Shoulder  Press (Barbell)",7,185,5,0,0,"",""
3399,"Shoulder","Seated Shoulder  Press (Barbell)",8,135,5,0,0,"",""
3400,"Shoulder","Weighted dips",1,90,8,0,0,"",""
3401,"Shoulder","Weighted dips",2,90,10,0,0,"",""
3402,"Shoulder","Weighted dips",3,100,10,0,0,"",""
3403,"Back","Chin Up",1,55,10,0,0,"",""
3404,"Back","Chin Up",2,55,10,0,0,"",""
3405,"Back","Chin Up",3,55,10,0,0,"",""
3406,"Back","Chin Up",4,0,15,0,0,"",""
3407,"Back","Seated Cable Row (close Grip)",1,175,8,0,0,"",""
3408,"Back","Seated Cable Row (close Grip)",2,175,8,0,0,"",""
3409,"Back","T-bar Row",1,137.5,10,0,0,"",""
3410,"Back","T-bar Row",2,137.5,10,0,0,"",""
3411,"Back","T-bar Row",3,115,10,0,0,"",""
3412,"Back","T-bar Row",4,90,12,0,0,"",""
3413,"Back","T-bar Row",5,90,15,0,0,"",""
3414,"Back","Lat Pulldown ",1,135,10,0,0,"",""
3415,"Back","Lat Pulldown ",2,135,10,0,0,"",""
3416,"Back","Rear delt fly",1,130,15,0,0,"",""
3417,"Back","Rear delt fly",2,130,15,0,0,"",""
3418,"Back","Rear delt fly",3,130,15,0,0,"",""
3419,"Back","Bicep Curl (Barbell)",1,60,12,0,0,"",""
3420,"Back","Bicep Curl (Barbell)",2,75,12,0,0,"",""
3421,"Back","Bicep Curl (Barbell)",3,75,12,0,0,"",""
3422,"Back","Pull Up",1,35,10,0,0,"",""
3423,"Back","Pull Up",2,35,10,0,0,"",""
3424,"Back","Pull Up",3,0,12,0,0,"",""
3425,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
3426,"Lower","Squat (Barbell)",2,185,5,0,0,"",""
3427,"Lower","Squat (Barbell)",3,225,6,0,0,"",""
3428,"Lower","Squat (Barbell)",4,275,8,0,0,"",""
3429,"Lower","Squat (Barbell)",5,295,8,0,0,"",""
3430,"Lower","Squat (Barbell)",6,315,8,0,0,"",""
3431,"Lower","Squat (Barbell)",7,320,8,0,0,"",""
3432,"Lower","Squat (Barbell)",8,320,7,0,0,"",""
3433,"Lower","Leg press (hinge )",1,475,12,0,0,"",""
3434,"Lower","Leg press (hinge )",2,475,12,0,0,"",""
3435,"Lower","Leg press (hinge )",3,475,12,0,0,"",""
3436,"Lower","Leg outward fly",1,110,12,0,0,"",""
3437,"Lower","Leg outward fly",2,110,12,0,0,"",""
3438,"Lower","Leg outward fly",3,110,12,0,0,"",""
3439,"Shoulder","Lateral Raise (Dumbbells)",1,50,10,0,0,"",""
3440,"Shoulder","Lateral Raise (Dumbbells)",2,50,10,0,0,"",""
3441,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,6,0,0,"",""
3442,"Shoulder","Seated Shoulder  Press (Barbell)",2,155,5,0,0,"",""
3443,"Shoulder","Seated Shoulder  Press (Barbell)",3,185,5,0,0,"",""
3444,"Shoulder","Seated Shoulder  Press (Barbell)",4,210,8,0,0,"",""
3445,"Shoulder","Seated Shoulder  Press (Barbell)",5,215,8,0,0,"",""
3446,"Shoulder","Seated Shoulder  Press (Barbell)",6,220,8,0,0,"",""
3447,"Shoulder","Seated Shoulder  Press (Barbell)",7,225,8,0,0,"",""
3448,"Shoulder","Weighted dips",1,105,9,0,0,"",""
3449,"Shoulder","Weighted dips",2,105,9,0,0,"",""
3450,"Shoulder","Weighted dips",3,105,9,0,0,"",""
3451,"Shoulder","Weighted dips",4,70,12,0,0,"",""
3452,"Shoulder","Incline Press (Dumbbell)",1,140,12,0,0,"",""
3453,"Shoulder","Incline Press (Dumbbell)",2,140,12,0,0,"",""
3454,"Shoulder","Overhead Press (Dumbbell)",1,60,10,0,0,"",""
3455,"Back","Chin Up",1,0,8,0,0,"",""
3456,"Back","Chin Up",2,50,10,0,0,"",""
3457,"Back","Chin Up",3,50,10,0,0,"",""
3458,"Back","Chin Up",4,50,10,0,0,"",""
3459,"Back","Chin Up",5,50,10,0,0,"",""
3460,"Back","T-bar Row",1,125,10,0,0,"",""
3461,"Back","T-bar Row",2,125,10,0,0,"",""
3462,"Back","T-bar Row",3,137.5,10,0,0,"",""
3463,"Back","T-bar Row",4,137.5,10,0,0,"",""
3464,"Back","Lat Pulldown ",1,140,10,0,0,"",""
3465,"Back","Rear delt fly",1,130,15,0,0,"",""
3466,"Back","Rear delt fly",2,130,15,0,0,"",""
3467,"Back","Rear delt fly",3,130,15,0,0,"",""
3468,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
3469,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
3470,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
3471,"Back","Pull Up",1,25,11,0,0,"",""
3472,"Back","Hammer seated row (CLOSE GRIP)",1,130,12,0,0,"",""
3473,"Back","Hammer seated row (CLOSE GRIP)",2,145,12,0,0,"",""
3474,"Back","Hammer seated row (CLOSE GRIP)",3,165,10,0,0,"",""
3475,"Back","Hammer seated row (CLOSE GRIP)",4,165,10,0,0,"",""
3476,"Lower","Squat (Barbell)",1,225,5,0,0,"",""
3477,"Lower","Squat (Barbell)",2,225,5,0,0,"",""
3478,"Lower","Squat (Barbell)",3,275,5,0,0,"",""
3479,"Lower","Squat (Barbell)",4,295,5,0,0,"",""
3480,"Lower","Squat (Barbell)",5,315,5,0,0,"",""
3481,"Lower","Squat (Barbell)",6,330,5,0,0,"",""
3482,"Lower","Squat (Barbell)",7,335,5,0,0,"",""
3483,"Lower","Squat (Barbell)",8,340,6,0,0,"",""
3484,"Lower","Squat (Barbell)",9,155,10,0,0,"",""
3485,"Lower","Squat (Barbell)",10,185,8,0,0,"",""
3486,"Lower","Deadlift (Barbell)",1,225,4,0,0,"",""
3487,"Lower","Deadlift (Barbell)",2,275,4,0,0,"",""
3488,"Lower","Deadlift (Barbell)",3,335,4,0,0,"",""
3489,"Lower","Deadlift (Barbell)",4,340,5,0,0,"",""
3490,"Lower","Deadlift (Barbell)",5,350,5,0,0,"",""
3491,"Lower","Good Morning (Barbell)",1,100,11,0,0,"",""
3492,"Lower","Good Morning (Barbell)",2,100,10,0,0,"",""
3493,"Lower","Leg outward fly",1,110,12,0,0,"",""
3494,"Lower","Leg outward fly",2,120,12,0,0,"",""
3495,"Lower","Leg outward fly",3,120,12,0,0,"",""
3496,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
3497,"Chest","Incline Bench Press (Barbell)",2,135,5,0,0,"",""
3498,"Chest","Incline Bench Press (Barbell)",3,155,5,0,0,"",""
3499,"Chest","Incline Bench Press (Barbell)",4,185,3,0,0,"",""
3500,"Chest","Incline Bench Press (Barbell)",5,205,3,0,0,"",""
3501,"Chest","Incline Bench Press (Barbell)",6,225,8,0,0,"",""
3502,"Chest","Incline Bench Press (Barbell)",7,225,8,0,0,"",""
